id,type,lat,lon,value,attractiveness
518,demand,19.46986639969382,-99.10540925738937,127.39,
519,demand,19.491073135517794,-99.18340440215633,16.89,
520,demand,19.390650026932423,-99.18595774992113,116.87,
521,demand,19.443895685842257,-99.16354761191879,96.19,
522,demand,19.418306902795724,-99.17405463838642,47.49,
523,demand,19.488989727737753,-99.08858597200894,113.96,
524,demand,19.473654270776287,-99.16689432151703,84.58,
525,demand,19.473199444565335,-99.0760961693017,262.49,
526,demand,19.4288431791754,-99.15277250498747,71.61,
527,demand,19.42237834028052,-99.17134585011736,35.59,
528,demand,19.405408848631687,-99.09843617914291,117.7,
529,demand,19.379365059598115,-99.1141550669399,64.71,
530,demand,19.476366685150605,-99.13341651402563,83.29,
531,demand,19.470148121095608,-99.12655637388748,25.87,
532,demand,19.492566120794336,-99.10689578660732,128.76,
533,demand,19.492196420448867,-99.16578543104025,56.53,
534,demand,19.439251804672317,-99.07363993007318,101.7,
535,demand,19.46487848982166,-99.0762248205424,305.63,
536,demand,19.48597188758589,-99.11516091763836,68.38,
537,demand,19.47455768688129,-99.16925490588851,141.19,
538,demand,19.402281772209186,-99.11157261090824,72.17,
539,demand,19.42666529623721,-99.1845361909225,48.05,
540,demand,19.38809912981818,-99.18952169973531,201.03,
541,demand,19.487086123271045,-99.16227805337866,11.59,
542,demand,19.445340956134107,-99.13768524519128,166.75,
543,demand,19.400037136660416,-99.089007299351,9.88,
544,demand,19.453204082128703,-99.10593971162804,155.25,
545,demand,19.44677538885495,-99.104075217456,84.26,
546,demand,19.415579526163942,-99.14214079986624,35.68,
547,demand,19.386226911063957,-99.15168780089436,59.72,
548,demand,19.453188783471138,-99.14867534844186,135.95,
549,demand,19.435036924108456,-99.07468205235168,287.09,
550,demand,19.465278207008275,-99.18838689703051,17.65,
551,demand,19.43501962013344,-99.08915622046531,37.74,
552,demand,19.474861780038225,-99.12375895097132,23.58,
553,demand,19.43882882065294,-99.14056614969725,71.71,
554,demand,19.439912556584247,-99.10616908075019,158.11,
555,demand,19.477798432319002,-99.13479972702903,20.38,
556,demand,19.42101794394549,-99.0883892114302,82.56,
557,demand,19.38868182741408,-99.08511577631864,154.69,
558,demand,19.376053921157602,-99.14259348877519,59.02,
559,demand,19.463216470680834,-99.1599806643318,96.85,
560,demand,19.447037146162415,-99.1221179605688,191.26,
561,demand,19.457089572171906,-99.083716398526,31.55,
562,demand,19.39815569938107,-99.16792053731932,13.18,
563,demand,19.388964577070414,-99.11844400997238,105.72,
564,demand,19.37434535988015,-99.1174127735889,107.85,
565,demand,19.414670507056794,-99.10522643731017,55.67,
566,demand,19.443390122422556,-99.17741187778473,46.88,
567,demand,19.41966928541197,-99.10730100423815,85.56,
568,demand,19.42509699064285,-99.08411609752012,31.01,
569,demand,19.48109904333925,-99.17163802693557,31.06,
570,demand,19.414390656042798,-99.16469480100913,135.33,
571,demand,19.434278738699177,-99.076632588715,29.0,
572,demand,19.466638361528936,-99.17148276567487,14.2,
573,demand,19.420185133878554,-99.09067378879566,46.8,
574,demand,19.447250404027344,-99.13412665722623,56.81,
575,demand,19.47608364504961,-99.16353227107162,116.86,
576,demand,19.486542474838917,-99.0887100118473,50.41,
577,demand,19.390248817711488,-99.13976336939969,212.99,
578,demand,19.48379051501938,-99.13142191752844,88.96,
579,demand,19.431653955169544,-99.15009199567203,41.29,
580,demand,19.403589326595878,-99.12204589782782,113.36,
581,demand,19.427696290748592,-99.1735771352898,210.5,
582,demand,19.490203909034257,-99.14627021560179,132.77,
583,demand,19.431714171279147,-99.07687052131976,19.09,
584,demand,19.412050193234503,-99.16222398807587,60.92,
585,demand,19.44860810251801,-99.11439160025505,100.55,
586,demand,19.401417474253385,-99.15417719229303,128.95,
587,demand,19.38170359937304,-99.1003832249176,72.06,
588,demand,19.38806556662928,-99.1774951607138,64.3,
589,demand,19.387965500674934,-99.07682147459057,261.23,
590,demand,19.390828323221477,-99.13874525503397,134.13,
591,demand,19.38925926071793,-99.16487394439842,113.62,
592,demand,19.449504969376385,-99.1843803903204,52.24,
593,demand,19.3944256101279,-99.1728290513895,30.58,
594,demand,19.414080073998864,-99.13082712617329,115.04,
595,demand,19.48021460918872,-99.15275961882824,144.4,
596,demand,19.429475396831545,-99.09373399609409,82.97,
597,demand,19.452706928622522,-99.14149349716058,134.38,
598,demand,19.393278384544196,-99.1633542872895,136.78,
599,demand,19.39567468225704,-99.11914260160752,151.04,
600,demand,19.377504233951978,-99.10838673397375,18.74,
601,demand,19.39287220756866,-99.17315497105189,62.35,
602,demand,19.406030840683837,-99.17308569404541,120.01,
603,demand,19.393841258113213,-99.18879942876798,86.59,
604,demand,19.383244304050848,-99.10483175819212,137.07,
605,demand,19.387076304532073,-99.11354345668539,113.57,
606,demand,19.42789345216393,-99.13624429491003,7.29,
607,demand,19.397360046208696,-99.0918995461237,176.11,
608,demand,19.41631238332577,-99.09651958164599,56.09,
609,demand,19.433010072502583,-99.12295747627239,39.13,
610,demand,19.455447379435522,-99.08900744633841,172.18,
611,demand,19.377317456780933,-99.16849905479559,129.84,
612,demand,19.468529247869085,-99.17976964567228,188.6,
613,demand,19.447948046738908,-99.16083004661796,101.36,
614,demand,19.382411083833865,-99.18634957726928,61.7,
615,demand,19.477429434892812,-99.12945965663988,92.94,
616,demand,19.48310468806382,-99.0808073169246,32.98,
617,demand,19.379929355182586,-99.18847877511978,22.96,
618,demand,19.405825317777666,-99.1785468103188,48.96,
619,demand,19.469344153575168,-99.13893611660599,226.72,
620,demand,19.46239116284604,-99.08113499789665,53.31,
621,demand,19.394742522322765,-99.15526126740279,14.57,
622,demand,19.397721918800407,-99.1323318229574,73.67,
623,demand,19.417056652334967,-99.18821125691396,52.72,
624,demand,19.430742758222923,-99.17539881588455,178.27,
625,demand,19.446790572583637,-99.07480438524493,216.16,
626,demand,19.416869636748373,-99.07738575642767,59.39,
627,demand,19.428104165935977,-99.19260720228787,101.29,
628,demand,19.46229651257605,-99.07898258574922,107.55,
629,demand,19.377001984346872,-99.11650560746214,80.23,
630,demand,19.402892433321284,-99.08904980465759,69.33,
631,demand,19.458201950306147,-99.13863121732393,36.78,
632,demand,19.480024820522463,-99.13132847657049,11.94,
633,demand,19.434001293053882,-99.13453841036917,36.58,
634,demand,19.436453618231837,-99.11317628909447,78.06,
635,demand,19.385460641360776,-99.17644184942925,20.41,
636,demand,19.426289484018817,-99.18960316921529,97.44,
637,demand,19.436514071974603,-99.15624840700906,87.89,
638,demand,19.40169646043617,-99.1086383084716,52.79,
639,demand,19.404909187713926,-99.16897758574525,67.0,
640,demand,19.417874099572554,-99.11238810800101,24.45,
641,demand,19.37500854373333,-99.07681055446713,149.19,
642,demand,19.41124949986998,-99.18193191410528,147.45,
643,demand,19.397973760839587,-99.11248774581298,29.02,
644,demand,19.41189968226135,-99.13994997368346,29.85,
645,demand,19.386971455818312,-99.0890229294747,37.03,
646,demand,19.479463273688786,-99.17194202526632,124.24,
647,demand,19.443831094426486,-99.11008488573286,107.31,
648,demand,19.45409227829734,-99.09262616524222,170.87,
649,demand,19.46730054863288,-99.07984629366312,183.92,
650,demand,19.432413063871486,-99.11121023660525,18.42,
651,demand,19.383030434570493,-99.13353902831899,121.13,
652,demand,19.437052785018228,-99.11905833117585,179.02,
653,demand,19.443020934162504,-99.08893140186255,63.58,
654,demand,19.46205273690212,-99.12472683040335,81.82,
655,demand,19.42439914554756,-99.18955355283639,72.58,
656,demand,19.38790963633547,-99.08148615653916,75.13,
657,demand,19.40665310869585,-99.11045678987621,148.84,
658,demand,19.41616987556784,-99.11201839370673,254.97,
659,demand,19.45011006895979,-99.16731898171227,208.09,
660,demand,19.44109339656027,-99.11413374357208,54.9,
661,demand,19.415331607107742,-99.1459362713215,101.52,
662,demand,19.49098182985516,-99.11505204275502,42.29,
663,demand,19.445292978322826,-99.18040883636304,46.23,
664,demand,19.40106721500832,-99.11425856344763,79.07,
665,demand,19.38481389671445,-99.07327035290751,45.14,
666,demand,19.39094309670212,-99.18741455533674,51.22,
667,demand,19.402114927406142,-99.07593909789344,99.76,
668,demand,19.391881764791147,-99.14437104471325,119.93,
669,demand,19.39498804288616,-99.08870958595953,117.66,
670,demand,19.406811420243262,-99.09931374191301,118.5,
671,demand,19.393404831435372,-99.1251580486816,26.25,
672,demand,19.480211850955172,-99.10458609488984,43.14,
673,demand,19.382228049479398,-99.08777813264383,85.81,
674,demand,19.43554136674843,-99.14470316140188,173.55,
675,demand,19.42184761923876,-99.15395602061241,348.0,
676,demand,19.490485434029033,-99.11308879373237,104.52,
677,demand,19.38604466826017,-99.09625848696705,139.13,
678,demand,19.42034267188549,-99.10172578382681,23.35,
679,demand,19.488936451993045,-99.09746236213697,136.54,
680,demand,19.476460855107277,-99.14093000222245,289.47,
681,demand,19.470648648513915,-99.09505989405899,43.0,
682,demand,19.403548339245393,-99.17877491335553,52.66,
683,demand,19.39310651048681,-99.1278613082447,152.05,
684,demand,19.452837186390934,-99.19250896074023,84.98,
685,demand,19.48412511869531,-99.15424970041197,10.69,
686,demand,19.439411547161672,-99.14922461581544,55.38,
687,demand,19.441193522736388,-99.14565927700689,215.57,
688,demand,19.406197491239237,-99.10974393519722,66.59,
689,demand,19.46493915198303,-99.14657302784757,66.55,
690,demand,19.395045249826904,-99.1393567652853,145.47,
691,demand,19.41144150836851,-99.16469470429509,107.27,
692,demand,19.42365237263397,-99.14840978500449,63.72,
693,demand,19.433513245442136,-99.16592764472843,49.73,
694,demand,19.40168916788981,-99.1844164891478,455.44,
695,demand,19.386380418968706,-99.12078616879424,192.26,
696,demand,19.445874405092997,-99.1130144641734,118.47,
697,demand,19.407235666388832,-99.11886115847885,123.89,
698,demand,19.442348586570713,-99.13758071474393,75.49,
699,demand,19.391123525832906,-99.14762570637849,106.34,
700,demand,19.430336812222578,-99.08959996205138,69.36,
701,demand,19.436510731906193,-99.13091018578366,39.57,
702,demand,19.378818824418694,-99.13569817468444,109.38,
703,demand,19.412992513383273,-99.19012295210324,64.69,
704,demand,19.38872976123268,-99.15225026068487,113.5,
705,demand,19.380204996456733,-99.1475765257457,128.96,
706,demand,19.491395227886795,-99.14534126629238,117.8,
707,demand,19.41128246139697,-99.12357931569272,36.7,
708,demand,19.469784933502556,-99.12916769439278,59.19,
709,demand,19.403156878571654,-99.12025138886479,65.7,
710,demand,19.454380326666872,-99.10141400861495,163.53,
711,demand,19.46382734318676,-99.09564171135408,157.79,
712,demand,19.44407664887294,-99.10702523085283,45.41,
713,demand,19.42918914262602,-99.07853715648541,25.64,
714,demand,19.42202090969767,-99.19101209007884,358.63,
715,demand,19.41446419198516,-99.16970664171798,114.52,
716,demand,19.484143497309738,-99.19229245500263,22.29,
717,demand,19.472274328934528,-99.11550303430145,51.94,
718,demand,19.48840322927998,-99.085436334126,168.18,
719,demand,19.387515666818267,-99.16398212441085,303.9,
720,demand,19.460304097024437,-99.08195585462444,271.84,
721,demand,19.485200854818522,-99.18596791316526,111.1,
722,demand,19.39434796793988,-99.08106767678333,83.55,
723,demand,19.380579552084015,-99.15100527753124,33.52,
724,demand,19.461534477914807,-99.18102950058609,88.99,
725,demand,19.44153677358159,-99.13489538889765,37.87,
726,demand,19.473619453210993,-99.16238681187355,59.67,
727,demand,19.389372685195156,-99.15901525176457,151.94,
728,demand,19.468032077423185,-99.15632520420885,69.09,
729,demand,19.39679527840573,-99.09683689226009,65.45,
730,demand,19.392238713143886,-99.12850064679897,80.13,
731,demand,19.39231189575172,-99.15584307610128,392.8,
732,demand,19.470348966427768,-99.1199599460027,30.19,
733,demand,19.452423666483543,-99.10726191909322,102.79,
734,demand,19.435367850972295,-99.16048511991198,256.2,
735,demand,19.41565965809482,-99.14357410781696,79.95,
736,demand,19.477864064897574,-99.17857366879957,189.89,
737,demand,19.419693412890716,-99.17146207805584,23.89,
738,demand,19.47059193273659,-99.11146585752421,70.91,
739,demand,19.425296189028426,-99.17142739827653,41.62,
740,demand,19.41783333153099,-99.13018039395996,79.3,
741,demand,19.428121574280354,-99.10811444859331,80.6,
742,demand,19.4087653448997,-99.18037476922864,87.14,
743,demand,19.46231312562115,-99.12512253364453,150.97,
744,demand,19.4329264468111,-99.16241246595584,6.17,
745,demand,19.40046552341762,-99.0776487749715,49.99,
746,demand,19.480548948792947,-99.13517452239361,97.73,
747,demand,19.418666946564787,-99.09648089402698,11.41,
748,demand,19.43782634333368,-99.12717281494125,130.08,
749,demand,19.481376653315746,-99.18799049605742,49.18,
750,demand,19.44750855950968,-99.11722183492871,71.98,
751,demand,19.386627764885006,-99.0790315989352,155.69,
752,demand,19.485379854833617,-99.12100658158244,195.69,
753,demand,19.44792496636857,-99.09489733686878,132.86,
754,demand,19.41278867375885,-99.0870952243982,29.36,
755,demand,19.38931264871961,-99.16583042736613,128.27,
756,demand,19.467883022712435,-99.16775461921101,134.35,
757,demand,19.44700873071142,-99.11988228133788,116.47,
758,demand,19.43661533103716,-99.1438765836232,217.06,
759,demand,19.479867109966115,-99.092416643656,88.86,
760,demand,19.467231665346944,-99.08519722519225,211.56,
761,demand,19.39080098556793,-99.15078943448367,210.71,
762,demand,19.410006648135468,-99.16477553292306,136.99,
763,demand,19.402418696777737,-99.09953693817074,103.98,
764,demand,19.46187355510872,-99.16022327573423,116.95,
765,demand,19.376623892168297,-99.09448628177836,248.28,
766,demand,19.440986762184558,-99.14235140956215,173.4,
767,demand,19.464095042288882,-99.11309401208503,32.87,
768,demand,19.47781187641141,-99.18173576233984,111.75,
769,demand,19.41364980984591,-99.11833688103881,39.72,
770,demand,19.471150876560642,-99.13898787855153,47.93,
771,demand,19.385875808434626,-99.12280698441894,61.63,
772,demand,19.474174275008142,-99.17303829507063,21.55,
773,demand,19.38789863947984,-99.1047751506067,37.4,
774,demand,19.420274474867245,-99.08966435069482,224.9,
775,demand,19.468275443893546,-99.16719122398911,47.67,
776,demand,19.390590091281855,-99.18171425333759,151.56,
777,demand,19.40011016742792,-99.19036336967444,94.92,
778,demand,19.459270308207167,-99.11616341994682,124.39,
779,demand,19.45900438438553,-99.12034871566935,128.13,
780,demand,19.449537715946235,-99.12759631047432,35.88,
781,demand,19.45587381333605,-99.16536634846608,150.95,
782,demand,19.437726933201713,-99.14629128049134,26.41,
783,demand,19.402815887068837,-99.12186283977766,45.96,
784,demand,19.414083519220473,-99.13358797693691,126.83,
785,demand,19.394391726016174,-99.07466573757421,33.71,
786,demand,19.481614067360034,-99.1768272296932,10.0,
787,demand,19.442607015371934,-99.10978265351429,108.0,
788,demand,19.420702170011637,-99.14468174782749,17.64,
789,demand,19.428040696437296,-99.14181604620893,135.31,
790,demand,19.48627400075342,-99.10708826812102,65.32,
791,demand,19.39100216837393,-99.11010766184107,106.89,
792,demand,19.442947579842016,-99.07424928075574,105.45,
793,demand,19.433306641466135,-99.17779268526552,142.35,
794,demand,19.445974508252156,-99.1807068420739,129.45,
795,demand,19.374773222058504,-99.10627934194456,33.43,
796,demand,19.4772548690733,-99.12379356995923,68.55,
797,demand,19.484454193898035,-99.16030072001283,106.79,
798,demand,19.440415982030707,-99.18366967572132,214.08,
799,demand,19.456198098865226,-99.18292101004843,130.28,
800,demand,19.483299925741274,-99.08589709504031,201.92,
1,competitor,19.473054355339677,-99.18679824036134,,1.22
2,competitor,19.446943144004358,-99.13862827889368,,1.2
3,competitor,19.440207442085516,-99.11222564373992,,1.28
4,competitor,19.447553685773745,-99.11189620633395,,1.07
5,competitor,19.476331989624203,-99.14842528578932,,1.04
6,competitor,19.44303238078707,-99.08019696160103,,1.0
7,competitor,19.44231404558658,-99.1731171561316,,0.88
8,competitor,19.491481498847893,-99.13315686645413,,1.09
9,competitor,19.46340762004823,-99.11029392281391,,0.94
10,competitor,19.425675256654138,-99.10954370329299,,1.26
11,competitor,19.45748764000395,-99.11536332518774,,1.09
12,competitor,19.419307656603017,-99.16016541438577,,1.1
13,competitor,19.400065055498022,-99.1744552117576,,0.98
14,competitor,19.444222225226532,-99.11688716078079,,0.83
15,competitor,19.483981851773674,-99.12128374606327,,0.82
16,competitor,19.484096742401857,-99.1716772787653,,1.01
17,competitor,19.41362863337266,-99.10858330253153,,0.84
18,competitor,19.435921295946603,-99.13857936099197,,1.1
19,competitor,19.397996307828386,-99.11306872900762,,1.24
20,competitor,19.492075733139867,-99.09271595042759,,1.24
21,competitor,19.49033414894415,-99.17283258857077,,1.13
22,competitor,19.450541071564896,-99.19090261584039,,0.91
23,competitor,19.469129687161296,-99.09970768963251,,1.23
24,competitor,19.458412019354043,-99.12003630898168,,1.24
25,competitor,19.443778986284737,-99.10924325164535,,0.9
1,candidate,19.46109113029248,-99.11848433596816,,1.23
2,candidate,19.406982345871256,-99.07639408570022,,1.59
3,candidate,19.46891683748235,-99.13739885789683,,1.53
4,candidate,19.49226854798843,-99.09151344833144,,1.16
5,candidate,19.37620312063953,-99.1857127117682,,1.18
6,candidate,19.48028390389491,-99.1529665139906,,0.93
